data_year,state_name,total_agencies,participation_agencies,participating_agencies_pct,nibrs_participating_agencies,nibrs_participating_agencies,covered_agencies,covered_pct,total_population,nibrs_population
2007,Nebraska,325,237,0.73,59,0.25,0,0,1845915,557965
2007,South Dakota,180,125,0.69,115,0.92,1,0.01,820695,694173
1999,Idaho,140,119,0.85,117,0.98,1,0.01,1289082,1247681
1980,New Jersey,604,512,0.85,0,0,0,0,7343265,0
1972,Puerto Rico,1,0,0,0,0,0,0,2689932,0
1978,Mississippi,186,129,0.69,0,0,0,0,2407272,0
1977,Washington,156,140,0.90,0,0,0,0,3675686,0
2020,North Dakota,144,110,0.76,106,0.96,1,0.01,793573,765309
2005,Michigan,794,602,0.76,600,1.00,3,0.00,10503531,9953765
2000,Alaska,44,32,0.73,0,0,0,0,626932,0
2002,Nebraska,322,242,0.75,39,0.16,0,0,1794722,409507
1976,Florida,714,451,0.63,0,0,3,0.01,8453003,0
2012,Mississippi,233,144,0.62,4,0.03,0,0,2986296,142489
1991,District of Columbia,1,1,1.00,0,0,0,0,598000,0
1984,Kansas,276,254,0.92,0,0,0,0,2469215,0
1969,Alabama,174,83,0.48,0,0,1,0.01,3642285,0
1987,Rhode Island,54,45,0.83,0,0,0,0,990693,0
2008,Alabama,441,331,0.75,7,0.02,0,0,4684189,175285
2018,Washington,316,259,0.82,240,0.93,1,0.00,7579673,7520624
2021,Iowa,300,221,0.74,221,1.00,0,0,3233868,3023095
2015,Mississippi,247,100,0.40,4,0.04,0,0,2993652,180533
1995,Maine,196,176,0.90,0,0,0,0,1267067,0
2010,South Carolina,536,437,0.82,437,1.00,0,0,4649536,4614149
2007,Guam,1,0,0,0,0,0,0,0,0
1993,Missouri,327,247,0.76,0,0,0,0,5308467,0
1986,Ohio,594,438,0.74,0,0,1,0.00,11048280,0
2018,New Jersey,617,576,0.93,0,0,0,0,8968809,0
1964,West Virginia,115,47,0.41,0,0,0,0,1799205,0
1965,New Mexico,72,60,0.83,0,0,0,0,1101542,0
1992,Maine,196,181,0.92,0,0,0,0,1244734,0
1983,Canal Zone,0,0,0,0,0,0,0,0,0
2015,Virginia,455,416,0.91,416,1.00,0,0,8390177,8380866
2004,Virginia,438,397,0.91,397,1.00,0,0,7466783,7401012
2016,Nevada,71,61,0.86,0,0,0,0,2946513,0
2003,Wisconsin,399,366,0.92,0,0,1,0.00,5556161,0
1999,California,834,720,0.86,0,0,0,0,33243480,0
2015,Idaho,140,112,0.80,108,0.96,0,0,1712771,1654475
1984,Puerto Rico,2,0,0,0,0,0,0,0,0
1960,Puerto Rico,1,0,0,0,0,0,0,0,0
1960,Michigan,276,267,0.97,0,0,0,0,7831982,0
1966,Arkansas,145,73,0.50,0,0,0,0,2001198,0
2015,Illinois,1050,757,0.72,1,0.00,0,0,12920809,148178
1972,Canal Zone,1,0,0,0,0,0,0,44650,0
1960,Colorado,110,101,0.92,0,0,1,0.01,1774226,0
1980,New Mexico,120,98,0.82,0,0,0,0,1297693,0
2018,Rhode Island,50,49,0.98,47,0.96,0,0,1063854,1056281
1983,Iowa,232,223,0.96,0,0,0,0,2917664,0
1992,South Dakota,115,91,0.79,0,0,0,0,720070,0
2007,New York,936,692,0.74,0,0,1,0.00,21141230,0
1997,Wyoming,79,65,0.82,0,0,0,0,484446,0
2008,Ohio,827,621,0.75,461,0.74,0,0,11713451,7591956
1994,Nebraska,322,255,0.79,0,0,0,0,1716368,0
2013,Arkansas,306,271,0.89,271,1.00,1,0.00,2984729,2905664
1995,Hawaii,14,5,0.36,0,0,0,0,1241665,0
1988,Arizona,103,93,0.90,0,0,0,0,3475852,0
2005,Louisiana,257,162,0.63,14,0.09,0,0,4613033,259133
1980,South Carolina,312,217,0.70,0,0,0,0,3122787,0
2018,Delaware,80,62,0.78,62,1.00,0,0,984141,967171
1970,Virginia,184,125,0.68,0,0,0,0,4671472,0
1964,Oklahoma,171,151,0.88,0,0,0,0,2509944,0
1971,Kentucky,426,418,0.98,0,0,0,0,3282000,0
1975,Virginia,377,365,0.97,0,0,0,0,4971753,0
2018,Maryland,199,154,0.77,1,0.01,1,0.01,6243451,1042452
1995,Oregon,280,201,0.72,0,0,0,0,3174677,0
1963,Washington,116,110,0.95,0,0,1,0.01,3063991,0
2004,Alaska,45,33,0.73,0,0,1,0.03,655932,0
2014,New Jersey,624,574,0.92,0,0,0,0,8995276,0
1962,California,418,383,0.92,0,0,2,0.01,17447000,0
1970,California,538,466,0.87,0,0,1,0.00,20895538,0
2017,North Dakota,141,110,0.78,106,0.96,1,0.01,781178,754604
2010,New Jersey,616,580,0.94,0,0,1,0.00,8852833,0
1999,Rhode Island,54,46,0.85,0,0,0,0,997138,0
1982,Connecticut,113,98,0.87,0,0,0,0,3230948,0
2021,New Jersey,617,484,0.78,227,0.47,0,0,9326233,4485573
1988,North Dakota,84,76,0.90,0,0,0,0,670762,0
1997,Alabama,408,276,0.68,0,0,0,0,4388086,0
1998,Ohio,606,354,0.58,24,0.07,0,0,11566081,1177439
1988,Alaska,33,27,0.82,0,0,0,0,513000,0
1999,Maryland,180,146,0.81,0,0,0,0,5329480,0
1974,District of Columbia,1,1,1.00,0,0,0,0,723000,0
2021,Massachusetts,448,382,0.85,383,1.00,0,0,6994071,6955463
2008,West Virginia,464,311,0.67,309,0.99,0,0,1826800,1697481
1972,Iowa,212,167,0.79,0,0,0,0,2895776,0
1983,Guam,1,0,0,0,0,0,0,0,0
2022,Minnesota,494,408,0.83,408,1.00,3,0.01,6073518,5711489
1994,Maryland,178,149,0.84,0,0,0,0,5140339,0
2009,Montana,133,107,0.80,100,0.93,0,0,1038840,968253
1960,Georgia,283,239,0.84,0,0,2,0.01,3984144,0
2006,South Dakota,180,118,0.66,103,0.87,1,0.01,803401,648329
1976,District of Columbia,1,1,1.00,0,0,0,0,702000,0
2012,District of Columbia,2,2,1.00,1,0.50,0,0,632323,0
1978,Connecticut,108,90,0.83,0,0,0,0,3174430,0
1975,Oregon,212,203,0.96,0,0,0,0,2293167,0
1988,Maine,147,139,0.95,0,0,0,0,1217917,0
1967,Oregon,108,102,0.94,0,0,1,0.01,2002340,0
1981,North Dakota,84,77,0.92,0,0,0,0,662940,0
2008,Utah,162,123,0.76,58,0.47,0,0,2842728,2058272
1983,Maryland,182,155,0.85,0,0,0,0,4385408,0
1964,Delaware,17,12,0.71,0,0,0,0,499265,0
2008,Montana,132,106,0.80,100,0.94,0,0,1031083,961871
1981,Alabama,390,303,0.78,0,0,18,0.06,3947449,0
2004,Delaware,69,53,0.77,53,1.00,0,0,854779,830364
1981,Guam,1,0,0,0,0,0,0,86926,0
2014,Iowa,264,234,0.89,234,1.00,0,0,3131021,3069576
1974,Rhode Island,51,41,0.80,0,0,0,0,937000,0
2008,Massachusetts,420,361,0.86,290,0.80,0,0,6509197,5448980
1965,Alaska,8,7,0.88,0,0,0,0,253000,0
1987,Maine,145,138,0.95,0,0,0,0,1193494,0
1989,Illinois,824,689,0.84,0,0,0,0,11781259,0
1964,Ohio,387,353,0.91,0,0,1,0.00,10116533,0
1989,Indiana,340,253,0.74,0,0,0,0,5607665,0
1984,Utah,141,111,0.79,0,0,0,0,1683740,0
1963,Pennsylvania,581,535,0.92,0,0,0,0,11564752,0
1965,Texas,569,416,0.73,0,0,0,0,10806282,0
1975,Nebraska,227,208,0.92,0,0,0,0,1563935,0
1985,District of Columbia,1,1,1.00,0,0,0,0,626000,0
1966,North Dakota,68,61,0.90,0,0,0,0,649731,0
2000,District of Columbia,1,1,1.00,0,0,0,0,572059,0
2016,Arizona,148,117,0.79,5,0.04,0,0,6951468,453183
1991,Tennessee,291,187,0.64,0,0,0,0,4968596,0
1995,Pennsylvania,1458,1064,0.73,0,0,1,0.00,12478797,0
1981,New Hampshire,228,124,0.54,0,0,0,0,1052614,0
1992,Texas,932,871,0.93,0,0,0,0,17769008,0
2016,Rhode Island,50,49,0.98,47,0.96,0,0,1063042,1055380
1994,West Virginia,371,297,0.80,0,0,0,0,1862590,0
1990,South Carolina,327,211,0.65,1,0.00,0,0,3555097,180471
2000,Delaware,69,53,0.77,0,0,0,0,806621,0
1983,Maine,139,132,0.95,0,0,0,0,1154058,0
1989,Idaho,116,94,0.81,0,0,0,0,1048197,0
1971,Pennsylvania,679,458,0.67,0,0,0,0,12046710,0
2021,California,894,349,0.39,349,1.00,0,0,39419746,11256801
1995,New York,1043,749,0.72,0,0,0,0,19720019,0
1969,Maine,103,84,0.82,0,0,0,0,1004071,0
1970,Maine,104,85,0.82,0,0,0,0,1015884,0
2015,Kansas,446,350,0.78,342,0.98,0,0,3006918,2135763
1982,Puerto Rico,2,0,0,0,0,0,0,3045000,0
1963,Mississippi,145,92,0.63,0,0,0,0,2294601,0
1969,Pennsylvania,671,478,0.71,0,0,0,0,11976964,0
2003,New Mexico,119,86,0.72,0,0,0,0,1892610,0
1989,Arizona,104,93,0.89,0,0,0,0,3565734,0
1990,Minnesota,299,291,0.97,0,0,0,0,4391132,0
2017,Mariana Islands,1,0,0,0,0,0,0,0,0
1977,North Dakota,81,78,0.96,0,0,0,0,656128,0
2003,New Jersey,598,521,0.87,0,0,0,0,8688836,0
1971,New Hampshire,76,56,0.74,0,0,0,0,762000,0
2009,West Virginia,465,296,0.64,295,1.00,0,0,1832215,1680245
2013,Georgia,787,556,0.71,0,0,1,0.00,10059139,0
1974,Nevada,36,32,0.89,0,0,0,0,573000,0
2000,Missouri,343,244,0.71,0,0,0,0,5666897,0
2010,Wisconsin,426,390,0.92,77,0.20,0,0,5774410,2148332
2020,New Mexico,145,121,0.83,26,0.21,0,0,2110918,1345815
2014,Indiana,389,285,0.73,92,0.32,0,0,6607982,0
1976,Nebraska,227,205,0.90,0,0,0,0,1570935,0
1983,Vermont,49,9,0.18,0,0,0,0,528856,0
1989,Mississippi,214,117,0.55,0,0,0,0,2639599,0
2001,District of Columbia,2,2,1.00,1,0.50,0,0,571822,0
1975,Alaska,23,23,1.00,0,0,0,0,352000,0
2014,Montana,136,107,0.79,100,0.93,0,0,1087522,1010004
1968,Canal Zone,1,0,0,0,0,0,0,55600,0
1970,Arizona,55,45,0.82,0,0,0,0,1785535,0
2006,Texas,1069,1000,0.94,37,0.04,0,0,23579632,2505863
1997,New Mexico,116,76,0.66,0,0,0,0,1744476,0
1962,Montana,86,81,0.94,0,0,0,0,714038,0
1974,Alabama,248,169,0.68,0,0,0,0,3643905,0
1971,New Mexico,76,63,0.83,0,0,0,0,1085624,0
2017,Missouri,709,606,0.85,25,0.04,7,0.01,6200742,897021
1978,Oregon,230,217,0.94,0,0,0,0,2449948,0
1967,Montana,91,80,0.88,0,0,0,0,704390,0
1979,New York,987,762,0.77,0,0,4,0.01,18896268,0
2014,South Dakota,184,124,0.67,116,0.94,0,0,889873,791744
2002,Mississippi,224,126,0.56,0,0,0,0,2871782,0
1970,Michigan,547,381,0.70,0,0,0,0,8875083,0
2017,Massachusetts,446,368,0.83,310,0.84,0,0,6872032,5971856
1970,District of Columbia,1,1,1.00,0,0,0,0,756510,0
2020,Rhode Island,50,49,0.98,47,0.96,0,0,1063635,1056100
1961,Pennsylvania,516,388,0.75,0,0,0,0,11522870,0
2001,Louisiana,254,194,0.76,0,0,0,0,4518855,0
1987,New York,1033,769,0.74,0,0,6,0.01,19376674,0
1984,Oklahoma,337,287,0.85,0,0,4,0.01,3343462,0
2002,Hawaii,14,4,0.29,0,0,0,0,1350867,0
1961,Maryland,67,50,0.75,0,0,0,0,3172495,0
2009,Nevada,58,51,0.88,0,0,0,0,2649704,0
2011,Illinois,1007,712,0.71,1,0.00,0,0,12923112,153331
2003,Idaho,141,119,0.84,117,0.98,0,0,1407177,1357404
1963,Vermont,42,27,0.64,0,0,0,0,389992,0
2000,Canal Zone,0,0,0,0,0,0,0,0,0
1995,Nebraska,322,255,0.79,0,0,0,0,1730155,0
1963,California,423,389,0.92,0,0,0,0,18110168,0
1977,South Carolina,312,216,0.69,0,0,0,0,2930342,0
1962,Tennessee,175,114,0.65,0,0,0,0,3509372,0
2018,Indiana,396,267,0.67,129,0.48,0,0,6702735,885428
1993,Connecticut,116,100,0.86,0,0,0,0,3355486,0
2017,Canal Zone,0,0,0,0,0,0,0,0,0
2016,Georgia,790,546,0.69,0,0,0,0,10572283,0
1979,Hawaii,17,8,0.47,0,0,0,0,946842,0
2007,New Hampshire,234,149,0.64,147,0.99,0,0,1370223,1043146
2008,Texas,1079,1003,0.93,41,0.04,0,0,24401987,2811988
1978,District of Columbia,1,1,1.00,0,0,0,0,674000,0
2004,Montana,123,86,0.70,37,0.43,0,0,996511,485947
2007,Virginia,439,410,0.93,410,1.00,0,0,7716894,7711608
2020,North Carolina,600,410,0.68,409,1.00,0,0,10636092,10245919
1961,Minnesota,216,208,0.96,0,0,3,0.01,3427591,0
1967,South Carolina,118,66,0.56,0,0,0,0,2654493,0
2002,South Dakota,141,98,0.70,84,0.86,0,0,772235,370115
2019,Pennsylvania,1856,1482,0.80,26,0.02,6,0.00,13593466,201336
2021,Indiana,366,213,0.58,218,1.02,0,0,6814268,5655304
1972,Kentucky,431,427,0.99,0,0,0,0,3304149,0
2020,Illinois,1071,718,0.67,48,0.07,0,0,12658321,553773
2011,Nevada,58,52,0.90,0,0,0,0,2730056,0
2009,Canal Zone,0,0,0,0,0,0,0,0,0
2004,Maine,183,163,0.89,4,0.02,0,0,1359674,33591
1985,Michigan,770,659,0.86,0,0,0,0,9282011,0
1991,Virginia,424,406,0.96,0,0,0,0,6291964,0
1969,North Dakota,68,62,0.91,0,0,0,0,615000,0
2000,South Dakota,131,85,0.65,62,0.73,0,0,765528,286095
1999,Oregon,280,201,0.72,1,0.00,0,0,3353566,35163
2004,Rhode Island,49,48,0.98,35,0.73,0,0,1086969,876930
1978,Georgia,507,425,0.84,0,0,0,0,5111299,0
1988,Connecticut,116,100,0.86,0,0,1,0.01,3326040,0
1979,Illinois,859,658,0.77,0,0,0,0,11264721,0
1964,Minnesota,217,205,0.94,0,0,4,0.02,3546560,0
1968,Mississippi,145,87,0.60,0,0,0,0,2346974,0
2022,Washington,317,246,0.78,246,1.00,0,0,7834083,7730372
2017,Oregon,297,208,0.70,199,0.96,1,0.00,4273638,3951385
2022,Indiana,368,209,0.57,211,1.01,0,0,6841585,5603871
1972,Idaho,84,65,0.77,0,0,2,0.03,768888,0
2016,American Samoa,1,0,0,0,0,0,0,0,0
2007,New Mexico,126,103,0.82,0,0,0,0,1975264,0
1977,Massachusetts,396,337,0.85,0,0,0,0,5789000,0
2007,Michigan,803,609,0.76,600,0.99,1,0.00,10451398,9912393
1982,New Mexico,122,78,0.64,0,0,0,0,1362303,0
2018,Michigan,851,642,0.75,633,0.99,0,0,10417561,9977447
1970,Nebraska,139,108,0.78,0,0,0,0,1487544,0
2005,Hawaii,14,4,0.29,0,0,0,0,1383742,0
1975,Connecticut,102,70,0.69,0,0,0,0,3215664,0
2016,Tennessee,578,466,0.81,466,1.00,1,0.00,6669183,6651194
2016,Canal Zone,0,0,0,0,0,0,0,0,0
1992,Arizona,105,90,0.86,0,0,0,0,3847312,0
2018,American Samoa,1,0,0,0,0,0,0,0,0
2005,District of Columbia,2,2,1.00,1,0.50,0,0,550521,0
2002,Guam,1,0,0,0,0,0,0,0,0
2019,Utah,184,131,0.71,91,0.69,0,0,3382184,2596881
1995,Ohio,602,354,0.59,0,0,0,0,11452778,0
1997,New York,1045,734,0.70,0,0,0,0,19730592,0
2018,Oklahoma,487,425,0.87,369,0.87,3,0.01,3967076,2018386
2003,Arizona,111,95,0.86,0,0,3,0.03,5602641,0
1994,Kentucky,560,467,0.83,0,0,0,0,3835056,0
1971,Nebraska,218,212,0.97,0,0,0,0,1512000,0
1997,Minnesota,327,313,0.96,0,0,0,0,4731674,0
2018,Vermont,103,88,0.85,88,1.00,1,0.01,648985,626299
1975,Wisconsin,250,241,0.96,0,0,0,0,4629355,0
1969,Alaska,9,8,0.89,0,0,0,0,282000,0
1994,Delaware,62,50,0.81,0,0,0,0,725292,0
2002,West Virginia,411,334,0.81,327,0.98,0,0,1813445,1687179
1983,Delaware,57,50,0.88,0,0,0,0,607678,0
1960,Hawaii,14,13,0.93,0,0,0,0,636977,0
1988,Mississippi,214,126,0.59,0,0,0,0,2645137,0
1971,Oklahoma,184,141,0.77,0,0,0,0,2668490,0
1990,Kentucky,512,483,0.94,0,0,0,0,3704741,0
1983,Kentucky,493,410,0.83,0,0,0,0,3725773,0
2022,Wisconsin,490,402,0.82,362,0.90,0,0,6003952,5610301
1971,Guam,1,1,1.00,0,0,0,0,86926,0
1977,Florida,719,522,0.73,0,0,1,0.00,8502707,0
1974,Montana,94,72,0.77,0,0,0,0,747997,0
2019,Alabama,479,359,0.75,57,0.16,0,0,4922404,1001665
2018,New Mexico,144,119,0.83,2,0.02,0,0,2100071,662438
2015,American Samoa,1,0,0,0,0,0,0,0,0
1991,Canal Zone,0,0,0,0,0,0,0,0,0
2005,Illinois,946,7,0.01,1,0.14,0,0,12826171,153048
1964,Iowa,204,189,0.93,0,0,0,0,2768105,0
1982,North Dakota,85,76,0.89,0,0,0,0,675030,0
2019,Minnesota,479,407,0.85,157,0.39,2,0.00,5972409,1989925
2005,Utah,156,112,0.72,47,0.42,0,0,2579994,1788711
2012,New York,862,578,0.67,0,0,2,0.00,21525230,0
1998,Arkansas,230,193,0.84,0,0,0,0,2599923,0
2001,Delaware,69,54,0.78,54,1.00,0,0,818643,795507
1962,Idaho,76,73,0.96,0,0,0,0,700318,0
1975,District of Columbia,1,1,1.00,0,0,0,0,716000,0
1986,Illinois,909,683,0.75,0,0,0,0,11659357,0
2012,Canal Zone,0,0,0,0,0,0,0,0,0
1996,South Dakota,119,71,0.60,0,0,0,0,743647,0
1998,Maryland,179,147,0.82,0,0,0,0,5285233,0
2005,California,763,721,0.94,0,0,0,0,36243236,0
1988,Hawaii,14,5,0.36,0,0,0,0,1143879,0
1964,Mississippi,145,79,0.54,0,0,0,0,2318336,0
1964,Connecticut,99,76,0.77,0,0,0,0,2848504,0
1996,Maryland,178,148,0.83,0,0,0,0,5213193,0
1985,Georgia,559,482,0.86,0,0,0,0,6014671,0
1960,Indiana,227,211,0.93,0,0,0,0,4665785,0
2010,Montana,133,107,0.80,100,0.93,0,0,1055270,981746
2008,Arkansas,299,271,0.91,258,0.95,1,0.00,2881714,2570003
1963,Illinois,434,404,0.93,0,0,0,0,10206746,0
2020,Kansas,473,367,0.78,364,0.99,0,0,3005854,2621115
1970,New Mexico,75,63,0.84,0,0,1,0.02,1070960,0
1981,Alaska,32,27,0.84,0,0,0,0,451875,0
1977,Puerto Rico,2,1,0.50,0,0,0,0,3045000,0
1979,North Carolina,664,421,0.63,0,0,0,0,5610154,0
2003,Minnesota,354,319,0.90,0,0,1,0.00,5135884,0
2005,Kansas,429,361,0.84,347,0.96,0,0,2819342,2036263
2001,Kansas,408,335,0.82,329,0.98,0,0,2717796,2040452
2001,Rhode Island,49,48,0.98,0,0,0,0,1065026,0
1995,Colorado,274,211,0.77,1,0.00,0,0,3778017,256957
1961,Alaska,7,6,0.86,0,0,0,0,226167,0
2011,Wisconsin,430,388,0.90,79,0.20,1,0.00,5802912,2195023
2005,North Dakota,119,76,0.64,73,0.96,0,0,657313,573458
2005,Montana,127,91,0.72,91,1.00,1,0.01,1005339,897980
2015,Nevada,64,58,0.91,0,0,0,0,2897487,0
1962,Arkansas,141,95,0.67,0,0,0,0,1864019,0
1970,South Carolina,118,66,0.56,0,0,0,0,2643750,0
1974,North Carolina,598,371,0.62,0,0,0,0,5363000,0
2005,Oklahoma,372,297,0.80,0,0,0,0,3607913,0
1995,Wisconsin,358,335,0.94,0,0,0,0,5189655,0
1967,Canal Zone,1,0,0,0,0,0,0,43600,0
2012,Wyoming,81,61,0.75,0,0,1,0.02,584176,0
1988,Iowa,231,224,0.97,0,0,0,0,2845958,0
2020,Iowa,295,254,0.86,254,1.00,0,0,3201745,3109398
2022,Puerto Rico,24,1,0.04,0,0,0,0,3221789,0
1987,Tennessee,300,212,0.71,0,0,0,0,4871746,0
1981,Kentucky,486,469,0.97,0,0,1,0.00,3673284,0
1967,Tennessee,178,90,0.51,0,0,0,0,3938713,0
1961,Guam,1,1,1.00,0,0,0,0,62044,0
1969,Arizona,55,47,0.85,0,0,0,0,1707880,0
2020,Florida,759,679,0.89,0,0,0,0,21877225,0
2017,Vermont,103,90,0.87,90,1.00,0,0,636517,623657
2012,Nebraska,327,225,0.69,64,0.28,1,0.00,1924282,647725
2021,North Dakota,145,111,0.77,111,1.00,1,0.01,803107,774948
1991,Nevada,36,27,0.75,0,0,0,0,1289081,0
1982,Georgia,539,413,0.77,0,0,0,0,5670797,0
1997,Vermont,83,20,0.24,20,1.00,0,0,597791,310916
2021,Utah,184,132,0.72,135,1.02,0,0,3458604,3225578
1988,Oregon,277,251,0.91,0,0,0,0,2760232,0
1962,Massachusetts,251,220,0.88,0,0,0,0,5179161,0
1992,Oregon,278,205,0.74,0,0,0,0,3005047,0
1981,Canal Zone,0,0,0,0,0,0,0,44650,0
1962,New Mexico,69,58,0.84,0,0,0,0,1056682,0
1978,Montana,99,85,0.86,0,0,3,0.04,799191,0
1985,Maine,142,134,0.94,0,0,2,0.01,1173937,0
1967,Idaho,78,70,0.90,0,0,0,0,703182,0
1998,Puerto Rico,1,0,0,0,0,0,0,0,0
1968,Kansas,203,182,0.90,0,0,1,0.01,2324380,0
1989,Kansas,351,347,0.99,0,0,0,0,2514672,0
2022,West Virginia,472,214,0.45,214,1.00,0,0,1786878,1541815
2020,Idaho,144,113,0.78,109,0.96,0,0,1898763,1825409
2002,Pennsylvania,1504,923,0.61,0,0,0,0,12859638,0
1972,New Jersey,512,461,0.90,0,0,0,0,7402192,0
2021,Louisiana,315,150,0.48,147,0.98,0,0,4685733,3423169
1970,Utah,72,51,0.71,0,0,0,0,1105965,0
1964,Washington,117,110,0.94,0,0,1,0.01,2997339,0
2005,Nebraska,324,235,0.73,56,0.24,0,0,1823210,542172
1974,Maine,118,115,0.97,0,0,0,0,1047000,0
1970,Vermont,44,29,0.66,0,0,0,0,446827,0
1961,Iowa,203,195,0.96,0,0,1,0.01,2766036,0
1966,Minnesota,221,204,0.92,0,0,0,0,3603742,0
1980,Wisconsin,281,269,0.96,0,0,1,0.00,4707957,0
1998,Minnesota,325,309,0.95,0,0,2,0.01,4774354,0
1981,South Dakota,102,73,0.72,0,0,0,0,694028,0
2013,Pennsylvania,1766,1461,0.83,18,0.01,6,0.00,13490021,135216
1987,Florida,746,709,0.95,0,0,0,0,12051914,0
1982,Mississippi,216,147,0.68,0,0,0,0,2551000,0
2002,New York,943,679,0.72,0,0,0,0,20955239,0
1980,Arizona,114,112,0.98,0,0,1,0.01,2725962,0
2006,Oregon,282,165,0.59,55,0.33,0,0,3750459,1060017
1962,District of Columbia,1,1,1.00,0,0,0,0,784000,0
2007,Minnesota,370,320,0.86,0,0,1,0.00,5332183,0
2008,Alaska,46,35,0.76,0,0,0,0,686732,0
2020,Hawaii,5,4,0.80,2,0.50,0,0,1407006,1133616
1962,Kentucky,209,163,0.78,0,0,0,0,3082135,0
1971,Louisiana,153,78,0.51,0,0,0,0,3927464,0
1965,California,429,388,0.90,0,0,3,0.01,19305039,0
2014,Wisconsin,443,394,0.89,101,0.26,0,0,5859379,2504969
2000,Maryland,180,148,0.82,0,0,0,0,5449611,0
2018,California,801,737,0.92,0,0,0,0,39735951,0
1965,North Carolina,213,149,0.70,0,0,0,0,4791348,0
1994,Utah,148,116,0.78,21,0.18,0,0,1974311,497133
1997,West Virginia,371,298,0.80,0,0,0,0,1855705,0
1994,Canal Zone,0,0,0,0,0,0,0,0,0
1980,Connecticut,111,96,0.86,0,0,0,0,3171744,0
2006,Arizona,128,113,0.88,2,0.02,0,0,6179065,98951
2000,New Jersey,618,517,0.84,0,0,0,0,8461319,0
1976,Oklahoma,296,273,0.92,0,0,0,0,2785453,0
1976,Mississippi,185,137,0.74,0,0,0,0,2357272,0
1972,Maine,105,86,0.82,0,0,0,0,1052228,0
1992,North Dakota,109,89,0.82,80,0.90,0,0,647842,514188
2021,Michigan,852,621,0.73,621,1.00,2,0.00,10479239,9790149
1969,Florida,221,171,0.77,0,0,0,0,6499524,0
1974,Hawaii,17,4,0.24,0,0,0,0,881824,0
1977,Louisiana,174,158,0.91,0,0,0,0,3933348,0
1986,Mississippi,218,125,0.57,0,0,0,0,2641643,0
2016,Virginia,456,421,0.92,421,1.00,1,0.00,8420092,8411424
1968,Montana,91,81,0.89,0,0,0,0,696753,0
2011,Canal Zone,0,0,0,0,0,0,0,0,0
1992,Pennsylvania,1404,1051,0.75,0,0,3,0.00,12407623,0
1978,South Carolina,312,225,0.72,0,0,0,0,2969059,0
2008,Washington,289,250,0.87,28,0.11,0,0,6581318,908085
1987,New Hampshire,220,118,0.54,0,0,0,0,1199593,0
2017,New Hampshire,238,187,0.79,187,1.00,1,0.01,1370055,1311005
1993,Maine,196,176,0.90,0,0,0,0,1265033,0
1996,Canal Zone,0,0,0,0,0,0,0,0,0
1979,Kansas,249,227,0.91,0,0,0,0,2370328,0
2007,Hawaii,14,4,0.29,0,0,0,0,1392635,0
1972,Arkansas,153,77,0.50,0,0,0,0,2017765,0
1968,Virginia,183,131,0.72,0,0,0,0,4642398,0
1989,Hawaii,14,4,0.29,0,0,0,0,1162879,0
2021,Oklahoma,506,451,0.89,451,1.00,1,0.00,4002754,3965482
1972,Massachusetts,276,208,0.75,0,0,0,0,5808423,0
2006,Maryland,181,153,0.85,0,0,0,0,5782952,0
2010,Oklahoma,419,339,0.81,154,0.45,2,0.01,3815410,589407
2022,Oklahoma,514,461,0.90,461,1.00,0,0,4034181,4019800
1972,Michigan,567,484,0.85,0,0,0,0,9156677,0
1977,Utah,87,63,0.72,0,0,0,0,1323309,0
1963,Tennessee,175,137,0.78,0,0,1,0.01,3742236,0
1990,Texas,902,842,0.93,0,0,1,0.00,17094108,0
1982,Alaska,32,24,0.75,0,0,0,0,480391,0
1997,Delaware,63,51,0.81,0,0,0,0,751970,0
2007,Colorado,278,224,0.81,158,0.71,0,0,4900222,3962161
2000,Nevada,40,36,0.90,0,0,0,0,2003421,0
1970,Pennsylvania,674,488,0.72,0,0,0,0,11961980,0
2004,Kansas,427,366,0.86,355,0.97,1,0.00,2808073,2095424
2001,New York,938,670,0.71,0,0,0,0,20795253,0
1964,Puerto Rico,1,1,1.00,0,0,0,0,2577000,0
2020,Puerto Rico,24,1,0.04,0,0,0,0,3159343,0
1997,Michigan,787,553,0.70,440,0.80,0,0,10023864,6026371
1978,Canal Zone,1,0,0,0,0,0,0,44650,0
2016,Minnesota,439,382,0.87,1,0.00,9,0.02,5835395,74676
1967,New York,437,361,0.83,0,0,1,0.00,19261058,0
2004,Colorado,274,202,0.74,141,0.70,0,0,4638693,2702682
1968,Alaska,8,7,0.88,0,0,0,0,277000,0
2009,Wyoming,81,64,0.79,0,0,0,0,551287,0
1997,Nebraska,322,249,0.77,0,0,0,0,1750170,0
1964,Georgia,283,142,0.50,0,0,0,0,4373008,0
1993,Washington,240,204,0.85,0,0,0,0,5265773,0
2001,Wisconsin,393,357,0.91,0,0,0,0,5472216,0
1982,Rhode Island,54,44,0.81,0,0,0,0,962568,0
2019,New Hampshire,240,193,0.80,193,1.00,0,0,1384448,1330592
1994,New Hampshire,223,98,0.44,0,0,0,0,1282258,0
1962,Oregon,93,90,0.97,0,0,0,0,1860204,0
1984,West Virginia,370,350,0.95,0,0,0,0,1954068,0
1990,Maryland,180,153,0.85,0,0,0,0,4915457,0
1974,Louisiana,154,98,0.64,0,0,0,0,3997696,0
1964,Maryland,92,50,0.54,0,0,0,0,3519085,0
2019,California,803,738,0.92,0,0,0,0,39691571,0
